"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"LINC00657",0.116312984964247,-0.134005529809641,0.846,0.803,1
"GPI",0.116687231420231,0.262350344276732,0.615,0.528,1
"SYCE1L",0.116953516061897,0.301429936588042,0.5,0.319,1
"LYST",0.117067813748947,0.270543389745253,0.423,0.238,1
"ZNF3",0.11717651438775,-0.159561201370703,0.346,0.4,1
"LETM1",0.117257375526169,-0.125153276768976,0.5,0.534,1
"DESI1",0.117289435439947,-0.151641798707613,0.423,0.494,1
"DCXR",0.117365583203207,-0.146869112195052,0.5,0.607,1
"GOLGA4",0.117413763298837,-0.0689799437210947,0.942,0.914,1
"ANO10",0.117573455812428,-0.113180635102901,0.481,0.565,1
"C16orf72",0.11783586770788,0.234496705476322,0.654,0.622,1
"STRBP",0.117978651007607,0.260382105690756,0.769,0.754,1
"TCF7",0.118298553979311,0.420655225189411,0.365,0.156,1
"USP3",0.118349384910191,-0.157429679792732,0.346,0.431,1
"PNP",0.118589457316801,-0.227600545739794,0.135,0.271,1
"NFE2L2",0.118596194787589,-0.107793684678007,0.673,0.727,1
"NBR1",0.118684470447229,-0.15598974837142,0.404,0.432,1
"TTC14",0.11874699596773,0.256040767538073,0.596,0.521,1
"TTC19",0.118780802075866,0.227638698078879,0.75,0.643,1
"DDX21",0.118786163403047,-0.148743304961089,0.712,0.787,1
"PHKB",0.118974183527473,0.215050940270453,0.654,0.491,1
"RP11-352M15.2",0.119085341315714,-0.160444232931922,0.231,0.314,1
"NDUFA8",0.119115851437767,-0.0705833051579918,0.885,0.861,1
"PFKP",0.119324811057844,0.426182525900435,0.615,0.61,1
"WDR54",0.119356403332969,0.436107472288863,0.385,0.129,1
"DEDD2",0.11935653451416,0.222723270156021,0.404,0.363,1
"RSF1",0.119463598709582,-0.0819297011184605,0.692,0.775,1
"CEP170",0.119479778044588,-0.179046284764178,0.231,0.338,1
"PRPF8",0.119547645494378,0.255128915717184,0.558,0.429,1
"MTRNR2L12",0.119886836567734,-0.121542366453943,0.788,0.801,1
"GPX3",0.120029674515411,0.567678275864356,0.25,0.101,1
"MAPKAPK5-AS1",0.120111821932868,0.231057621509551,0.462,0.357,1
"GUSB",0.120114573990841,0.264566883699801,0.75,0.674,1
"GPATCH8",0.120139856882231,-0.123475138809739,0.462,0.567,1
"CORO1C",0.120226608445394,-0.137954558992066,0.481,0.528,1
"PDZRN3",0.120648473442484,-0.188360879881004,0.192,0.288,1
"PET100",0.120780042072591,-0.0915803058526605,0.923,0.9,1
"MGAT2",0.120849979123067,-0.156672531773558,0.231,0.361,1
"VIMP",0.120953062008056,-0.0834167332248561,0.962,0.96,1
"IMPA1",0.121141022718103,-0.173947724195554,0.173,0.334,1
"TMEM43",0.121162743583286,0.23611486677148,0.481,0.423,1
"FRYL",0.121471952433692,0.226190374000853,0.442,0.38,1
"PRKAB2",0.121552751047157,-0.191495771597673,0.135,0.26,1
"BAG1",0.121577149210976,-0.0813010728624808,0.692,0.739,1
"TCF25",0.121598571008656,0.237196392403571,0.962,0.884,1
"UBXN2A",0.12165753844103,0.21772298300794,0.615,0.537,1
"TMEM263",0.121722458410363,-0.159657639279421,0.308,0.397,1
"PGRMC2",0.122006746788716,-0.112889642052352,0.808,0.834,1
"TNRC6B",0.122137406370906,-0.139820885022419,0.481,0.581,1
"ZNF830",0.122169627110721,-0.15442819914449,0.288,0.394,1
"LYRM1",0.122234195313846,-0.0908385196454129,0.577,0.688,1
"C1orf131",0.122402124662579,-0.115934746739598,0.769,0.814,1
"NMD3",0.122456693065636,-0.126695441577382,0.462,0.569,1
"KIAA0040",0.122474707429341,-0.221324272166064,0.269,0.342,1
"MIEN1",0.122544714919435,-0.072588643503227,0.885,0.869,1
"TRPM2",0.122563308850991,0.242597651646969,0.404,0.227,1
"TM9SF3",0.122615168740751,-0.087453809984531,0.808,0.88,1
"CAPN2",0.122878046266075,-0.0555177126384989,0.942,0.965,1
"SS18L2",0.122907654745012,-0.0878139149444734,0.615,0.728,1
"TOP1",0.122909908635422,-0.13227911878181,0.788,0.824,1
"CPNE8",0.123023403414806,-0.163221317602496,0.327,0.412,1
"PSMD8",0.123187112906266,-0.0668168336494332,0.904,0.926,1
"GLB1",0.123194468191328,-0.123947312441554,0.615,0.707,1
"WDR59",0.123246441318233,-0.177691800410829,0.173,0.285,1
"TBC1D22A",0.123277846303785,-0.145073970892236,0.288,0.371,1
"AMFR",0.123306751319173,0.25308225902034,0.481,0.341,1
"HERC4",0.123767846877706,-0.147931446577901,0.423,0.503,1
"PYGL",0.123874534218376,-0.18655382143312,0.231,0.311,1
"UBE2G2",0.123882925087036,0.23131787135979,0.519,0.39,1
"NFE2L3",0.124249482929195,-0.21026258456765,0.212,0.295,1
"MED21",0.124286963256479,-0.115392792511881,0.538,0.674,1
"SRGAP3",0.124537252985403,0.456354938199997,0.288,0.139,1
"OAZ2",0.124599727268866,-0.10034411463043,0.769,0.822,1
"SNRPA1",0.124611864410491,0.280504242210691,0.808,0.689,1
"SLC9A7",0.124647764639429,0.370312944311657,0.442,0.187,1
"PSMA3",0.124843485029733,-0.190428257028126,0.865,0.799,1
"ADK",0.124869582021744,-0.163221317602496,0.481,0.51,1
"CARD19",0.124879966088583,0.341751973059278,0.788,0.817,1
"MRPL55",0.125071425641796,-0.0509910300662688,0.942,0.943,1
"COPS7A",0.12566403307524,-0.128268718768071,0.481,0.572,1
"RRAS",0.125777439173342,0.300725782157294,0.615,0.47,1
"UTP4",0.125856311884294,-0.163221317602496,0.346,0.459,1
"TCIRG1",0.126038590295516,0.22653677322799,0.5,0.402,1
"IRF1",0.126563758501365,0.293880241242892,0.327,0.24,1
"NXN",0.126714366241364,0.229448368647893,0.442,0.351,1
"CLPTM1L",0.126795637478364,0.248922108407168,0.673,0.657,1
"ARL14EP",0.126922134692648,-0.14425603925875,0.192,0.33,1
"MTMR12",0.126995622781431,-0.143855992735565,0.308,0.401,1
"DLGAP4",0.12743784206319,-0.09965618882503,0.654,0.664,1
"MYNN",0.127485089501537,-0.151745998270035,0.327,0.382,1
"RFWD3",0.1277500042992,0.241463635678434,0.423,0.234,1
"RPS27",0.127777348585982,0.0163714026147428,1,1,1
"CAND1",0.1277828601252,-0.136513138933524,0.538,0.544,1
"MSH6",0.128188907308903,0.24920496821981,0.442,0.326,1
"FEM1B",0.128244118571912,0.247723427042465,0.462,0.3,1
"NGLY1",0.128268516067182,-0.146733194813927,0.385,0.432,1
"NADK2",0.128340311671332,-0.192485912107691,0.135,0.264,1
"TMED2",0.128438359232595,-0.013203075819622,0.962,0.989,1
"GPR180",0.128497307256037,0.246235149413048,0.385,0.28,1
"PITPNB",0.128522901110652,0.214341476257685,0.596,0.55,1
"VANGL2",0.12857978415047,0.222068838282296,0.404,0.238,1
"C12orf75",0.128585649242323,-0.164334078969571,0.231,0.35,1
"KB-1562D12.1",0.129143451292828,0.329390606958689,0.288,0.155,1
"MAPK8IP2",0.129215286493723,-0.198080074814147,0.231,0.311,1
"C14orf166",0.129301440776563,0.211849774358703,0.981,0.949,1
"ZBED5-AS1",0.129333052170377,-0.165870896016445,0.231,0.326,1
"MRPS16",0.129347319785605,-0.0793722114557052,0.808,0.845,1
"PCMTD2",0.129586108108518,-0.18410868407632,0.154,0.262,1
"SOX8",0.129712692197862,-0.0419150213803623,0.558,0.67,1
"PSENEN",0.129739393299451,-0.0749128994748358,0.885,0.913,1
"TLDC1",0.129760661620485,0.176139972314387,0.769,0.591,1
"NBEAL1",0.129800535298544,-0.0764534400848409,0.942,0.904,1
"MTFR1",0.129937437157342,-0.139807137148254,0.788,0.735,1
"OVOL1",0.129939670061114,0.249339451384135,0.481,0.315,1
"CCDC80",0.130087938686846,-0.223762859537547,0.192,0.293,1
"SMIM13",0.130098916260428,0.246541239635674,0.442,0.304,1
"FAM50A",0.130201267785727,0.251816181676348,0.788,0.713,1
"ANTXR1",0.13021978107369,0.580248310779657,0.269,0.083,1
"COG6",0.130402516021468,-0.167441783920691,0.173,0.297,1
"JADE3",0.131284121812572,0.235514369347247,0.442,0.262,1
"TMEM218",0.131398375620393,-0.142462757435698,0.288,0.367,1
"MINCR",0.131407940506672,-0.166823554282692,0.308,0.392,1
"TMEM138",0.131648148303048,-0.14790051831874,0.288,0.369,1
"CPD",0.131860315536742,0.326720990690239,0.385,0.207,1
"SNX5",0.131884343607446,-0.110521560959185,0.615,0.635,1
"SERTAD4-AS1",0.132014749175906,-0.11431171712155,0.769,0.766,1
"AVPI1",0.132070348915158,-0.168515617272009,0.192,0.32,1
"GTF2H5",0.132305557491166,-0.0785951246511374,0.904,0.914,1
"ZCCHC17",0.132397139516345,-0.101341870015818,0.692,0.728,1
"CHTOP",0.132528101403953,-0.09794612140774,0.75,0.771,1
"TCERG1",0.132608765296862,-0.143043435664866,0.404,0.444,1
"FAM102A",0.132823960261764,-0.137954558992066,0.423,0.52,1
"NFKBIA",0.132951011724671,0.49550449870533,0.885,0.84,1
"MAT2B",0.133179542803269,-0.13935579043415,0.346,0.466,1
"GALE",0.133212065231504,-0.119953863698327,0.577,0.629,1
"TMCO4",0.133358256168621,-0.17604535796008,0.192,0.279,1
"ARFIP1",0.133511637327978,-0.117928950001064,0.423,0.54,1
"KLHL12",0.133593316153007,-0.12820015232784,0.442,0.486,1
"C7orf26",0.133636016263702,0.246482737373307,0.423,0.319,1
"FAM195B",0.133812773881144,-0.0985500958610668,0.769,0.797,1
"TRIP11",0.133841081898681,0.222068838282296,0.635,0.49,1
"CSNK1D",0.134094016350471,-0.109317995470502,0.654,0.707,1
"PDPR",0.134302508098358,0.275180174741858,0.404,0.238,1
"RNF152",0.134484599960196,-0.131554641323967,0.462,0.501,1
"FUOM",0.134505225752125,-0.123081926749282,0.288,0.45,1
"SNX6",0.134541864612321,-0.100326526258022,0.712,0.707,1
"WWTR1",0.134643036643641,0.258624571097818,0.731,0.696,1
"KIAA0368",0.134702777255388,0.21140191323044,0.462,0.341,1
"VMA21",0.134711519724549,0.19238326815719,0.673,0.428,1
"PLPP5",0.134906584986395,-0.123772046370616,0.5,0.565,1
"HTATSF1",0.13496669779664,0.284237659368725,0.788,0.72,1
"SRGAP2C",0.13506491524602,0.261411338457534,0.385,0.301,1
"HDLBP",0.135097007142957,-0.083102751730775,0.846,0.855,1
"ZNF766",0.13524670258354,-0.163221317602496,0.25,0.323,1
"PPIL4",0.135295419349038,0.205021970197407,0.519,0.38,1
"MRPL23",0.135634827952783,-0.118590391940327,0.577,0.655,1
"SAFB2",0.136068672055144,-0.133196440479179,0.442,0.526,1
"CCND3",0.136112107383658,0.322286744683671,0.865,0.778,1
"DBNL",0.136137289327983,0.24288305690634,0.788,0.678,1
"ITGB1",0.136260690317128,0.297045435669346,1,0.991,1
"PTRH1",0.13632355436575,0.19130542347434,0.558,0.513,1
"ZCCHC11",0.136435009484017,0.25464777245951,0.423,0.293,1
"C18orf21",0.136577337319463,-0.167314072236379,0.25,0.315,1
"RAB11A",0.13662719891243,0.239116319377487,0.962,0.952,1
"LSR",0.13686942082533,0.259774678945569,0.981,0.907,1
"ARFGEF3",0.137060537325256,0.324072270717858,0.327,0.225,1
"DECR2",0.137234571127828,-0.137086576689648,0.481,0.549,1
"DDX19B",0.137399298948315,0.215392773426474,0.462,0.314,1
"LSM2",0.13770191298884,0.236219326625329,0.923,0.937,1
"MRPS31",0.137760074858676,0.209505376818384,0.481,0.44,1
"MSL1",0.137853413864826,-0.130903597329768,0.365,0.436,1
"AIMP1",0.138067142821906,-0.0913283991207106,0.865,0.864,1
"ECE1",0.1382176984842,0.322425449356401,0.365,0.202,1
"ANKRD26",0.138290649741224,0.230121110577029,0.404,0.315,1
"SIX1",0.138336768131397,-0.169934661688931,0.288,0.301,1
"CLTA",0.13841009808804,0.000911930736941624,0.981,0.991,1
"RPL36",0.138555072424317,0.156697664376058,1,0.997,1
"PRKCD",0.138658730105081,-0.129159481528863,0.308,0.39,1
"OSBPL1A",0.138759912846742,-0.114922334705061,0.904,0.903,1
"SCAMP1",0.138760471357774,-0.157984669236349,0.231,0.351,1
"DCTD",0.13900884767447,0.213371328649081,0.538,0.464,1
"PTBP1",0.139104104593027,0.219457939866463,0.808,0.734,1
"TM4SF1-AS1",0.139457912314661,0.22004747025986,0.577,0.476,1
"NKIRAS2",0.139492206838592,-0.137226109069551,0.288,0.44,1
"WHSC1L1",0.139538759323279,-0.123346520063345,0.442,0.55,1
"THAP11",0.139579055239929,0.218472412093274,0.692,0.59,1
"UMPS",0.139700345931173,-0.15213781847348,0.538,0.569,1
"ARPC3",0.139715662446659,-0.00586988306606351,1,0.984,1
"AHSA2",0.139856619052389,0.265072278378615,0.327,0.244,1
"APTX",0.139963690821458,-0.138520876974172,0.308,0.458,1
"RNF5",0.140213552643371,-0.0617645704974947,0.827,0.89,1
"PARK7",0.140261126196079,-0.0286505276303699,0.981,0.969,1
"RBFOX2",0.140398119723807,-0.13511962972283,0.404,0.448,1
"CNDP2",0.140426779788032,-0.140798612028105,0.923,0.891,1
"MRPL9",0.140469527027064,0.20586313820915,0.885,0.917,1
"AFAP1",0.140486774495893,0.213588128565469,0.462,0.358,1
"HSPA4L",0.140575866248395,-0.201963343381435,0.135,0.26,1
"ZFYVE21",0.140827361489948,-0.0802361304847219,0.712,0.743,1
"EPB41L4A-AS1",0.140893749353585,-0.174109633745232,0.231,0.311,1
"MRPS14",0.141039290138876,-0.0462932936928984,0.846,0.906,1
"IQCK",0.141079927830005,-0.134344240312359,0.385,0.468,1
"UBFD1",0.141247023572212,-0.144842788287641,0.385,0.44,1
"CMC1",0.141389632459695,-0.12015259571061,0.596,0.595,1
"RNF145",0.141401543365713,0.22796943972198,0.462,0.41,1
"ORC3",0.141433875854526,0.218233581151967,0.481,0.335,1
"TMEM60",0.141817284645494,-0.129712055412245,0.558,0.575,1
"SCP2",0.141857200648828,-0.0569170885991466,0.846,0.908,1
"SAA2",0.1419498789926,0.660839937187508,0.327,0.194,1
"PIGP",0.142173170855375,-0.108381930138731,0.654,0.682,1
"TM2D2",0.142309729489534,-0.120029787024357,0.481,0.529,1
"FERMT2",0.142502819865663,-0.168515617272009,0.231,0.314,1
"FOXP4-AS1",0.142533777815829,-0.173069103558843,0.288,0.369,1
"SF3B2",0.142925315357475,-0.0619379817653138,0.904,0.93,1
"RPL13A",0.142972357383492,0.161911222462369,1,1,1
"OMA1",0.142989557922298,-0.176683577409059,0.135,0.26,1
"PPP2R3A",0.143022172073022,-0.129941101081036,0.308,0.408,1
"COMMD2",0.143127432513185,-0.149494334490984,0.827,0.797,1
"CTNNAL1",0.143128888049627,-0.191354456586593,0.212,0.347,1
"NAPA",0.143166869745059,-0.0954463958148974,0.654,0.747,1
"BRWD1-AS2",0.143237578856971,-0.167441783920691,0.212,0.291,1
"PORCN",0.143261198773207,0.289977176669939,0.481,0.178,1
"LOXL2",0.143343147168331,0.326405498097032,0.327,0.215,1
"FNDC4",0.143586519390476,0.464224514440174,0.404,0.105,1
"SDCCAG8",0.143627460738432,-0.107264911628481,0.712,0.739,1
"MPPE1",0.143649499653832,-0.129555095716623,0.462,0.486,1
"CREBRF",0.143705500715106,-0.165870896016445,0.25,0.345,1
"NOL7",0.14381199605987,-0.0876222861177212,0.75,0.869,1
"NUDT7",0.14395747956472,-0.169220058223939,0.327,0.386,1
"TRIB1",0.144279801163702,0.378679192239793,0.788,0.608,1
"MT-CO3",0.144393852382952,-0.151994231393966,1,1,1
"MAP4",0.144527210881749,-0.117417627989371,0.692,0.699,1
"NME6",0.144603867043772,-0.136526450937076,0.346,0.423,1
"MLF2",0.144666985368314,-0.046192110676619,0.904,0.93,1
"AGRN",0.14469153934458,0.237146492879463,0.558,0.398,1
"N4BP3",0.144984980153023,0.295938734908656,0.327,0.219,1
"KCTD5",0.145250171910528,-0.118856247062433,0.462,0.556,1
"NUDT3",0.145255527677486,-0.129825261641636,0.846,0.826,1
"TNFRSF1A",0.145282664808276,-0.0183293711084684,0.769,0.875,1
"GALNT7",0.145369776749206,0.248813693514824,0.327,0.238,1
"PIFO",0.145377767054473,-0.155000810797528,0.231,0.306,1
"RNASEH2B",0.145552389531369,0.269431724593319,0.423,0.378,1
"PSMB1",0.145600369720615,-0.0258287173703433,0.981,0.987,1
"RBMX",0.146399573572015,-0.067705415503919,0.769,0.84,1
"SLC25A32",0.146540968813306,-0.137403333446765,0.346,0.366,1
"EXOSC10",0.146567690671743,-0.120818875240713,0.404,0.441,1
"UBL3",0.146643033404585,-0.106245699264728,0.5,0.533,1
"PNPLA4",0.146821553620391,0.211609859281328,0.692,0.493,1
"MYO1E",0.146941560509115,0.259853500741766,0.423,0.301,1
"SNRNP48",0.146970919983024,-0.170140731542286,0.212,0.292,1
"TAF15",0.146977189823877,-0.154303968870815,0.231,0.361,1
"RASGRP1",0.147060023075814,0.4363058108752,0.308,0.132,1
"CAPS",0.147192042778998,0.268388483071055,1,0.948,1
"API5",0.147561482355332,0.206788606746405,0.481,0.389,1
"TPRKB",0.147679057941887,0.239692622593858,0.808,0.649,1
"PBRM1",0.14774001514123,-0.115947240526378,0.538,0.559,1
"RC3H2",0.147977271579724,0.223187351097766,0.385,0.258,1
"DEF8",0.148714951871691,0.197784603709678,0.558,0.447,1
"C9orf85",0.148919069021559,-0.186304930715537,0.192,0.265,1
"METAP1",0.149345676658741,-0.175845856467555,0.192,0.291,1
"FAM120AOS",0.149471602897967,0.245332148106149,0.673,0.647,1
"NIF3L1",0.149498818661931,-0.14561900113706,0.269,0.326,1
"CDC123",0.149504212594279,-0.0525819886534378,0.981,0.917,1
"ANAPC7",0.149569320400566,-0.152414562645913,0.231,0.334,1
"FKBP1A",0.14968422913171,0.269534287523094,0.981,0.98,1
"PLCG2",0.149745153596413,-0.152061609728951,0.25,0.39,1
"RAP1B",0.150420653655538,-0.103183734816663,0.481,0.542,1
"NIFK-AS1",0.150876279095215,-0.169026939283702,0.135,0.275,1
"PDPK1",0.151032093101964,-0.111415047548486,0.5,0.587,1
"METTL8",0.15106968414322,-0.14425603925875,0.135,0.312,1
"ATXN2L",0.151168869629549,0.197468463202192,0.538,0.357,1
"EXOSC5",0.151251397666217,0.232149148220271,0.462,0.287,1
"DDX39B",0.151478975465622,0.247814251118851,0.442,0.324,1
"AP2B1",0.151492396092262,0.204163206084932,0.788,0.622,1
"SLC37A3",0.15154876303903,-0.160355983908107,0.173,0.277,1
"GLTSCR2",0.151569013908418,0.179742561749049,0.962,0.838,1
"ZDHHC21",0.151749150935127,0.278259849970718,0.365,0.195,1
"TTC37",0.151757128456212,0.224631352350118,0.538,0.361,1
"CACUL1",0.151919879748015,0.209014914450617,0.712,0.528,1
"SH3BP2",0.15228452360099,0.226984328696412,0.462,0.374,1
"SMOX",0.152306380572168,0.230898275187475,0.519,0.384,1
"KIFC2",0.152438917997816,-0.13638513263018,0.346,0.412,1
"GARS",0.152539733537239,-0.0972440869228997,0.731,0.713,1
"RP11-111M22.3",0.152715597074554,-0.175865526854719,0.25,0.33,1
"IER3IP1",0.152731947472262,0.219936881280031,0.942,0.961,1
"WDSUB1",0.152736659316276,-0.157746187536345,0.212,0.304,1
"LINC01503",0.152916025805276,-0.153822619600246,0.385,0.351,1
"PDCL3",0.152921011332967,0.213194887649041,0.692,0.603,1
"PM20D2",0.152961264664534,0.231235304253896,0.423,0.261,1
"UPF3A",0.152990311639358,-0.0738935537534409,0.577,0.676,1
"RBM39",0.15334762008734,-0.0438061506577254,0.962,0.953,1
"C9orf40",0.153599469800901,-0.159561201370703,0.269,0.347,1
"FBXO22",0.154110911431009,-0.105957112157737,0.519,0.618,1
"ARL8A",0.15411301967973,0.229491635004894,0.75,0.734,1
"TSPAN31",0.154291065292846,0.192922492622779,0.577,0.394,1
"GLRX5",0.154357500362268,0.227154127442079,0.885,0.812,1
"HAGHL",0.154520408795969,-0.175037067849692,0.308,0.369,1
"UBA3",0.154542071320083,-0.117887637780428,0.577,0.592,1
"ATRAID",0.154688311428265,0.251816181676348,0.885,0.965,1
"ATAD1",0.155060271659379,-0.126455212613228,0.365,0.444,1
"GFOD2",0.155217018345545,0.222624468961565,0.558,0.466,1
"C3orf17",0.155249845090914,-0.136302192905481,0.288,0.37,1
"UCKL1",0.155297658556006,0.196690962438692,0.519,0.389,1
"YDJC",0.155628933076997,-0.104804631377174,0.558,0.646,1
"PARVB",0.155891261298093,-0.206574155760286,0.442,0.42,1
"HSPA5",0.155945891039198,0.294968020090849,0.981,0.97,1
"YIPF2",0.156076408744767,-0.0896520996066599,0.635,0.712,1
"STAMBP",0.156239066484067,0.22927361302526,0.692,0.581,1
"CYB561D2",0.156465356085757,-0.137595509927001,0.327,0.367,1
"CCDC186",0.156622003868784,0.200741997082079,0.577,0.518,1
"CLSTN3",0.156881426255819,-0.17289923150485,0.231,0.291,1
"SLC37A4",0.157028003009506,-0.160877377134197,0.308,0.382,1
"VAMP4",0.157078031310585,-0.145331158706607,0.308,0.353,1
"DAD1",0.157089432937065,-0.0483964320553061,0.981,0.977,1
"CNOT11",0.157469693481266,0.193482871360021,0.558,0.464,1
"ARRDC3",0.157563167104544,0.296554496441632,0.596,0.542,1
"UBA2",0.1575989497397,-0.089936891567264,0.462,0.592,1
"PSMC4",0.157601354012377,-0.109142424384985,0.788,0.758,1
"C1orf198",0.157653225425944,-0.0510332639616959,0.962,0.957,1
"MORC2",0.157795815130466,0.225663893820379,0.385,0.269,1
"COPA",0.157935031564648,0.222539246529605,0.942,0.895,1
"RNGTT",0.158267512052894,0.368855602866567,0.404,0.128,1
"SP100",0.158618426494995,-0.157828058832278,0.173,0.314,1
"UBE2S",0.158618621011985,-0.25504558099816,0.5,0.592,1
"FZD7",0.158640486769442,-0.199107798093955,0.231,0.303,1
"KLC3",0.158755043773353,0.191021290888088,0.481,0.361,1
"RIPK2",0.158930586206268,0.281378005229485,0.654,0.622,1
"EEF2",0.159124433522748,-0.0380987757063993,0.962,0.987,1
"COA3",0.159152433723282,-0.0684333847600178,0.712,0.818,1
"COPS7B",0.159156270460072,-0.138176188156169,0.269,0.359,1
"ZMPSTE24",0.159183169119167,-0.135815160261844,0.442,0.533,1
"PHC3",0.159266824428728,0.202808840939892,0.365,0.281,1
"CDC34",0.159380474364219,0.204865766749778,0.654,0.583,1
"CHI3L2",0.159702296588976,-0.149379392448865,0.712,0.767,1
"USP48",0.159731493192126,-0.129159481528863,0.346,0.406,1
"TOPORS-AS1",0.159838412252235,-0.143043435664866,0.288,0.377,1
"TMEM126A",0.159841500715552,0.203197476456169,0.692,0.532,1
"DSTYK",0.159879418532841,0.20987441860304,0.577,0.489,1
"RASSF4",0.160116342519634,-0.188250112094018,0.288,0.335,1
"TEAD4",0.160222092836462,-0.156672531773558,0.269,0.315,1
"STX4",0.160251833802086,-0.100432364553947,0.635,0.655,1
"SLC22A18",0.160277432909768,-0.128855704083671,0.327,0.424,1
"SPIN1",0.160312170108444,0.185657307588215,0.596,0.479,1
"ALDOC",0.161038525582934,0.495856123489285,0.25,0.079,1
"MRPS28",0.161046048679169,-0.0941509247786327,0.673,0.677,1
"C19orf53",0.161158434022983,-0.0405537219760808,0.923,0.941,1
"FAM109B",0.161169992107286,-0.130287428240413,0.25,0.354,1
"TRUB2",0.161182565729811,-0.115516843734321,0.577,0.58,1
"SUGT1",0.161187807802471,-0.0254347261379975,0.846,0.888,1
"DAPP1",0.161252169036569,0.37171702718734,0.404,0.199,1
"THAP7",0.161320739822253,-0.122336842972486,0.442,0.509,1
"MVB12A",0.161501620899548,-0.113487341345254,0.327,0.433,1
"POLI",0.161681125806922,-0.13645440803971,0.269,0.338,1
"CHKA",0.161698519127399,-0.144658866576068,0.385,0.459,1
"IFITM2",0.161924270858227,0.25650787700107,0.519,0.502,1
"PSMD3",0.162219695518828,-0.125565466942847,0.635,0.734,1
"FKBP3",0.162230086245622,0.190838174840217,0.865,0.725,1
"BARD1",0.162533599241891,-0.211297796402672,0.404,0.428,1
"ERC1",0.162807679782721,-0.12337180499593,0.365,0.429,1
"ATP6V0E1",0.162852161412842,-0.0214514470016711,0.981,0.991,1
"TM4SF1",0.163218561390112,-0.152748473735631,1,0.997,1
"RP11-467L13.7",0.163274344828002,-0.189164584854778,0.135,0.25,1
"TAGLN2",0.163348417016083,0.00838082632029913,1,0.996,1
"TMEM147",0.163389642369246,-0.0460664392443642,0.904,0.896,1
"JOSD1",0.163421152247527,-0.137388018619229,0.346,0.452,1
"RHOQ",0.163465572405697,0.229214752739215,0.481,0.347,1
"KLHL36",0.163540346618746,0.192922492622779,0.558,0.386,1
"ATOX1",0.163546137000684,-0.0413107511973339,0.846,0.856,1
"SLC39A14",0.163781877237608,0.315485709834487,0.25,0.214,1
"ELP2",0.163793262620237,-0.119059230716339,0.5,0.494,1
"COMMD4",0.163835247004028,0.204936187170855,0.712,0.727,1
"AGO2",0.163975100496545,0.260327681531865,0.769,0.707,1
"COX5B",0.164020777403947,-0.000521171911666674,1,0.988,1
"PIM3",0.164108330965475,0.388049598309302,0.712,0.779,1
"PDCD6",0.164161698867027,-0.0116754374731838,0.904,0.98,1
"SRSF8",0.164182100466269,-0.111334575937528,0.385,0.506,1
"CORO7",0.16420362880066,0.245584227964833,0.385,0.203,1
"MKLN1",0.164204272585607,-0.130653455146065,0.288,0.359,1
"AIFM1",0.164509119331497,0.192922492622779,0.558,0.339,1
"MNAT1",0.164599898389746,-0.133614855517173,0.365,0.444,1
"ANKRD11",0.164717665388402,0.181336343101342,0.865,0.851,1
"PPP2CB",0.164755561685969,0.208314543039761,0.519,0.415,1
"GTPBP4",0.164829265024797,-0.0784915788269878,0.865,0.84,1
"KHDRBS1",0.164833631580581,0.226948905578348,0.904,0.887,1
"FAF1",0.164863655565823,-0.143768954936323,0.481,0.458,1
"SNRNP35",0.1650954563987,-0.120903803767619,0.308,0.447,1
"TPP2",0.165114145922111,0.230250831841414,0.404,0.273,1
"TNFRSF12A",0.165278530227744,0.503816022630284,0.769,0.767,1
"RPL28",0.165304620599208,0.173217083275221,1,0.999,1
"C6orf62",0.16554971055817,-0.105803620354323,0.769,0.818,1
"TLE2",0.16594819636632,-0.133286111060722,0.288,0.342,1
"LSG1",0.165959502847437,-0.113579941787124,0.385,0.471,1
"ACOT8",0.166581266065417,-0.12765595761878,0.327,0.437,1
"ANKRD46",0.166622750646643,-0.140833085851636,0.231,0.354,1
"GS1-124K5.4",0.16667209030882,0.299121896454705,0.308,0.245,1
"NDUFC1",0.166748276935974,-0.0744552031172636,0.808,0.844,1
"EIF4E2",0.16694725939913,0.210836726730659,0.788,0.808,1
"CTBP1-AS2",0.167020522615751,-0.138417926601923,0.231,0.314,1
"TMEM214",0.167590585128977,0.195061403379114,0.558,0.495,1
"CUTC",0.167810563427287,-0.147639776403634,0.231,0.285,1
"HSPA6",0.167891634682166,0.648649085577601,0.346,0.237,1
"GID4",0.168055539260481,0.231659985433219,0.404,0.217,1
"RAB6B",0.168074614644288,0.303011944334435,0.442,0.209,1
"PHF20L1",0.168102902707017,-0.0687372632347976,0.808,0.884,1
"PCBP4",0.168213185190176,-0.100485562254533,0.423,0.532,1
"RPS19",0.168243562730412,0.173843400332996,1,1,1
"HOMER3",0.168402198801314,-0.136736645098482,0.673,0.68,1
"IRS2",0.168473930978675,-0.0279266831012592,0.596,0.731,1
"KIF1BP",0.169090661310576,-0.128455899441819,0.462,0.466,1
"C19orf24",0.169191884491679,-0.0941573871776658,0.615,0.659,1
"BRI3BP",0.169233288079947,0.284844982063819,0.365,0.205,1
"SDHAF4",0.169904988160532,0.311609266518605,0.365,0.16,1
"ERBB3",0.169934054517845,0.260289228634202,0.712,0.7,1
"FCER1G",0.169962334441405,-0.216859281204569,0.269,0.269,1
"HM13",0.170215605491627,0.244531242704681,0.808,0.828,1
